title,author,date,topic,classified_content
I’m speaking next week at the Australian Power Symposium 2026 … ‘insights into the Australian spot electricity market’,Paul McArdle,11-02-2026 03:30:00 PM,2026 ASX Symposium,"The summary of the news ""I’m speaking next week at the Australian Power Symposium 2026 … ‘insights into the Australian spot electricity market’"" posted at 11-02-2026 03:30:00 PM is: The article notes that the author has been invited to speak at the Australian Power Symposium 2026, organized by ASX Energy, to present insights into the Australian spot electricity market, coinciding with the recent release of the GSD2025 statistical update covering all NEM DUIDs; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: None. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 11-02-2026. Its affected region is: Australia (National Electricity Market). Its affected key users is: Unknown. Its cause type is: Unknown. Its causes (a summarized list of cause events) is: [] (empty list)."
Spot-exposed Demand Response illustrated in NSW on Friday 6th February 2026,Paul McArdle,06-02-2026 02:23:00 PM,2026-02-06,"The summary of the news ""Spot-exposed Demand Response illustrated in NSW on Friday 6th February 2026"" posted at 06-02-2026 02:23:00 PM is: On Friday 6 February 2026, New South Wales experienced two instances of about 300 MW of spot-exposed demand response during early afternoon volatility, likely triggered by high prices or grid stress. The response may have come from one or more large energy users or an aggregation of small batteries, a trend flagged by the Nelson Review as a growing concern for market stability. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: immediate, same-day impact on afternoon trading. Its root_cause is: high spot price volatility triggering demand reduction. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 06-02-2026. Its affected region is: New South Wales (NSW). Its affected key users is: large energy users or aggregated battery systems. Its cause type is: market-driven demand response. Its causes (a summarized list of cause events) is: afternoon price volatility, possible grid stress, activation of demand-side response from large consumers or aggregated small batteries."
Early afternoon volatility again in NSW – Friday 6th February 2026,Paul McArdle,06-02-2026 01:42:00 PM,2026-02-06,"The summary of the news ""Early afternoon volatility again in NSW – Friday 6th February 2026"" posted at 06-02-2026 01:42:00 PM is: The article reports repeated afternoon price volatility in the New South Wales (NSW) region of the Australian National Electricity Market on Friday, 6 February 2026, following a similar pattern observed the previous day (Thursday, 5 February 2026), with indications that similar behaviours may be driving the instability. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Short-term (days). Its root_cause is: Unknown (not specified in the article). Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 06-02-2026. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Unknown. Its cause type is: Unknown. Its causes (a summarized list of cause events) is: Unknown."
"Review launched, of AEMO Governance",Paul McArdle,06-02-2026 11:22:00 AM,2026-02-05 AEMO Governance,"The summary of the news ""Review launched, of AEMO Governance"" posted at 06-02-2026 11:22:00 AM is: The Australian Energy Market Operator (AEMO) is facing a governance review agreed by the Energy and Climate Change Ministerial Council in December 2025 and announced by Minister Chris Bowen on 5 February 2026, reflecting concerns that the energy transition has added governance pressure points to already difficult technical challenges. Its relevance level is: Level 3. Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Long-term (policy/structural, no immediate market impact). Its root_cause is: Governance pressure from the energy transition. Its accident scale is: Unknown (not an accident). Its dates (if different from the main date) is: 05-02-2026 (announcement date). Its affected region is: Australia (national level, via AEMO). Its affected key users is: AEMO, energy market participants, and indirectly consumers. Its cause type is: Policy/governance review. Its causes (a summarized list of cause events) is: Energy transition adding governance pressure points; need for efficient grid for consumers rather than validating government press releases."
Volatility continues sporadically in NSW through Thursday afternoon/evening 5th February 2026,Paul McArdle,05-02-2026 06:56:00 PM,2026-02-05,"The summary of the news ""Volatility continues sporadically in NSW through Thursday afternoon/evening 5th February 2026"" posted at 05-02-2026 06:56:00 PM is: The article reports ongoing price volatility in the New South Wales (NSW) electricity market on the afternoon of 5 February 2026, driven by a sharp drop in rooftop solar production due to cloud cover, followed by a rise in market demand, all exacerbated by the long-running outage on the Avon to Marulan 330kV transmission line (constraint set N-AVMN_16), which constrained interconnector flows from Victoria and affected local dispatch within NSW. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: immediate (intraday, afternoon/evening of 5 February 2026). Its root_cause is: combination of cloud cover reducing solar generation, increasing demand, and a transmission line outage limiting supply. Its accident scale is: Unknown (no accident; a long-running outage). Its dates (if different from the main date; if the same, repeat the same date) is: 05-02-2026. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: Unknown (general wholesale market participants and consumers). Its cause type is: technical/operational (weather and infrastructure). Its causes (a summarized list of cause events) is: (1) Cloud cover leading to a sudden drop in rooftop solar output, (2) Consequent increase in net market demand, (3) Ongoing outage on the Avon to Marulan 330kV line (constraint set N-AVMN_16) restricting power flows and dispatch."
Early afternoon price spikes in NSW on Thursday 5th February 2026,Dan Lee,05-02-2026 03:15:00 PM,2026-02-05,"The summary of the news ""Early afternoon price spikes in NSW on Thursday 5th February 2026"" posted at 05-02-2026 03:15:00 PM is: On 5 February 2026, the New South Wales electricity market experienced unusual daylight price volatility, with spot prices spiking to the market price cap of $20,300/MWh at the 14:30 dispatch interval, followed by further elevated prices such as $7,380.81/MWh and $9,199.30/MWh. Sydney’s temperatures were in the low-to-mid 30s, consistent with a warm summer afternoon, but widespread cloud coverage across NSW was observed. Congestion maps showed concentrated negative local price adjustments and multiple binding mis-pricing constraints, indicating active constraints and material locational price separation. Forecast convergence for the evening showed shifting price forecasts, reflecting uncertainty in how conditions would evolve. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Timeframe of the event impact on the electricity_market: Immediate (afternoon of 5 February 2026). root_cause: Multiple binding constraints and congestion due to cloud coverage and locational price separation. accident scale: Unknown. dates: 05-02-2026. affected region: New South Wales (NSW), Australia. affected key users: Unknown. cause type: Operational constraints and congestion. causes: Widespread cloud coverage reducing solar generation, leading to network congestion and binding mis-pricing constraints."
NSW coal spot profits set to fall 30% to 40% thanks to batteries,David Leitch,05-02-2026 01:20:00 PM,Coal Closure,"The summary of the news ""NSW coal spot profits set to fall 30% to 40% thanks to batteries"" posted at 05-02-2026 01:20:00 PM is: The article analyzes how the impending influx of large-scale batteries in New South Wales (NSW) is expected to significantly reduce coal generation spot profits, with estimates of a 30% to 40% decline. It explains that while average spot prices may only drop slightly ($5–7/MWh), the primary impact comes from volume loss, as batteries cap evening peak prices at around $225/MWh and capture a portion of coal’s market share. Coal generators face the brunt of this displacement, but gas and hydro will also lose some volumes. The analysis concludes that even with futures prices near $100/MWh, the combination of lower volumes and high depreciation near end-of-life will materially erode accounting profits for coal plants. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: medium-term, ongoing as batteries are installed and begin operations. Its root_cause is: introduction of large-scale battery storage displacing coal generation during peak demand periods, reducing both peak prices and coal dispatch volumes. Its accident scale is: Unknown. Its dates (if different from the main date) is: same as main date (05-02-2026). Its affected region is: New South Wales (NSW), Australia. Its affected key users is: coal-fired generators, gas-fired generators, and indirectly the wider market participants (though coal is the primary focus). Its cause type is: market competition from technology (battery storage). Its causes (a summarized list of cause events) is: 1. Approximately 3.5 GW of new large-scale batteries coming online in NSW. 2. Batteries are expected to cap evening peak spot prices at no higher than $225/MWh. 3. Resulting reduction in coal generation volumes and revenues, leading to a 30–40% drop in notional spot profits."
"The NEM’s first solar-battery hybrid, Quorn Park, enters testing",Adam Kent,05-02-2026 12:26:00 PM,2024-06 IESS Rule Change implementation,"The summary of the news ""The NEM’s first solar-battery hybrid, Quorn Park, enters testing"" posted at 05-02-2026 12:26:00 PM is: The Quorn Park Solar Hybrid, a 98 MW solar farm paired with a 20 MW battery, has begun testing as the first true hybrid generator to connect to the NEM. Registered under AEMO’s 2024 Aggregated Dispatch rules as a mixed aggregate system (solar as semi-scheduled, battery as scheduled), it uses the BESS to firm intermittent solar output or charge from curtailed generation. During initial testing, a non-conformance notice (MN 133250) was issued on 3 February 2026 for a 10 MW deviation over 20 minutes in NSW1, likely due to hold point testing. This milestone marks the start of many such hybrids expected online. Its relevance level is: Level 2. Its category is: Market reactions. Its Timeframe of the event impact on the electricity_market is: Short-term (20-minute non-conformance on 3 February 2026). Its root_cause is: Hold point testing during commissioning of the new hybrid generator. Its accident scale is: 10 MW non-conformance for 20 minutes. Its dates is: 03-02-2026. Its affected region is: NSW1 (New South Wales). Its affected key users is: Quorn Park Solar Hybrid (QPSFB1 solar unit, QPSFB2 BESS unit) and AEMO. Its cause type is: Operational/commissioning testing. Its causes is: Hold point testing of aggregate dispatch group leading to a non-conformance with dispatch target or constraint."
Keeping up with the curtailment 2025: Beneath the headline numbers,Dan Lee,04-02-2026 07:00:00 AM,Curtailment of VRE,"The summary of the news ""Keeping up with the curtailment 2025: Beneath the headline numbers"" posted at 04-02-2026 07:00:00 AM is: This article analyzes curtailment patterns for solar and wind generators in Australia's National Electricity Market (NEM) during 2025, using data from the Generator Statistical Digest. It distinguishes between network curtailment (due to transmission constraints) and economic curtailment (due to negative prices), noting that both forms rose sharply year-on-year—total curtailment reached 7.2 TWh in 2025, up from 4.3 TWh in 2024. Regional divergences are highlighted: Queensland and South Australia/Victoria see high economic curtailment in spring/summer, while New South Wales has lower economic curtailment but higher network curtailment, especially due to bottlenecks like the 94T constraint. The article also points to growing impacts of transmission outages (e.g., Crowlands Wind Farm) and the structural increase in zero/negative price intervals, making asset performance increasingly challenging beyond headline averages.; Its relevance level is: Level 2. Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Ongoing (2025 data) with continued impact into future. Its root_cause is: High VRE penetration combined with network constraints, low demand during shoulder seasons, and increased frequency of zero/negative prices. Its accident scale is: Unknown. Its dates is: 2025. Its affected region is: National Electricity Market (NEM) regions of Queensland, New South Wales, Victoria, and South Australia. Its affected key users is: Solar and wind farm developers, operators, and investors; also system operators and market participants. Its cause type is: Network constraints and market pricing effects. Its causes is: Rising zero/negative price intervals, binding transmission line limits (e.g., Molong-Orange 132 kV, Wagga-Walla Walla 330 kV outage), seasonal demand troughs, and high distributed PV penetration."
Coal is adjusting but the market isn’t waiting,David Leitch,03-02-2026 01:34:00 PM,Coal Closure,"The summary of the news ""Coal is adjusting but the market isn’t waiting"" posted at 03-02-2026 01:34:00 PM is: This article examines the changing role of coal generation in Australia's National Electricity Market (NEM), highlighting how aging coal plants like Mt Piper and Bayswater have adapted to increased flexibility demands but are now experiencing frequent outages during critical peak periods (e.g., extended outages in April‑May 2025). The closure of Liddell in 2023, the narrowing revenue window (with 10% of revenue now earned in the 7‑8 PM slot), and rising competition from batteries (capacity set to triple) and renewables are eroding coal profitability. The market is responding with price signals that incentivize new battery investment, while coal units struggle with operational risks and deteriorating economics, leading to an inevitable but bumpy transition. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: ongoing (2025‑2026 and the next couple of years). Its root_cause is: aging coal plants forced into flexible operation, combined with increased competition from batteries and renewables, resulting in outages and reduced profitability. Its accident scale is: multiple unit outages (Mt Piper Unit 1, Bayswater Unit 3) with extended durations (weeks to months). Its dates (if different from the main date) is: 2025 (outages in April‑May 2025; Liddell closure in 2023). Its affected region is: Australia’s National Electricity Market (NEM), particularly New South Wales (Mt Piper, Bayswater, Liddell), Victoria, and Queensland. Its affected key users is: electricity consumers in the NEM, coal generator operators (e.g., AGL, Origin), and battery developers. Its cause type is: technical (aging infrastructure) and market/economic (changing dispatch signals, revenue compression, competition). Its causes (a summarized list of cause events) is: 1. Ageing coal plants designed for baseload now required to cycle flexibly; 2. Outages at Mt Piper (Unit 1, Apr‑May 2025) and Bayswater (Unit 3, May 2025) during peak demand; 3. Closure of Liddell in 2023; 4. Narrowing of profitable price windows (evening peak); 5. Rapid growth of battery storage (GW tripling, GWh quadrupling); 6. Increasing price‑insensitive wind and solar output; 7. Economics showing coal costs of $60‑70/MWh under threat from lower‑cost competition."
Vales Point impact on frequency appears well mitigated on 2nd February 2026,Linton Corbet,03-02-2026 12:31:00 PM,2026-02-02,"The summary of the news ""Vales Point impact on frequency appears well mitigated on 2nd February 2026"" posted at 03-02-2026 12:31:00 PM is: On 2 February 2026, two units (VP5 and VP6) at Vales Point power station tripped, causing a frequency drop to 49.931 Hz, which remained within the normal operating band of 49.85 Hz, indicating the impact was well mitigated. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: short-term (minutes). Its root_cause is: Unknown (unit trip). Its accident scale is: two units (VP5 and VP6). Its dates (if different from the main date; if the same, repeat the same date) is: 2026-02-02. Its affected region is: Vales Point power station, New South Wales, Australia. Its affected key users is: Unknown. Its cause type is: Unknown. Its causes (a summarized list of cause events) is: Unit trip of VP5 and VP6."
Vales Point units trip on Monday 2nd February 2026,Linton Corbet,03-02-2026 09:22:00 AM,2026-02-02,"The summary of the news ""Vales Point units trip on Monday 2nd February 2026"" posted at 03-02-2026 09:22:00 AM is: On 2 February 2026, both Unit 5 and Unit 6 at Vales Point Power Station in New South Wales tripped, causing a sudden loss of about 778 MW of generation. The Australian Energy Market Operator (AEMO) issued a non-credible contingency event notice but did not instruct load shedding, and no bulk electrical load was disconnected. The root cause remains unknown at the time of reporting. As of the morning of 3 February, the units were still offline; STPASA data indicated Unit 6 was expected to return on the afternoon of 4 February and Unit 5 on 7 February.  
Its relevance level is: Level 1 (Most Relevant).  
Its category is: turbine/generator failures.  
Its Timeframe of the event impact on the electricity_market is: From 02-02-2026 until expected unit restorations on 04-02-2026 (VP6) and 07-02-2026 (VP5).  
Its root_cause is: Unknown.  
Its accident scale is: Two units tripped, total capacity loss of approximately 778 MW (VP5: 549 MW, VP6: 229 MW).  
Its dates (if different from the main date; if the same, repeat the same date) are: 02-02-2026.  
Its affected region is: New South Wales (NSW) region, Australia.  
Its affected key users is: Unknown (general electricity users in NSW, but no load shedding occurred).  
Its cause type is: Unknown.  
Its causes (a summarized list of cause events) are: [""Unknown cause of unit trips""]."
AEMO releases the Q4 2025 Quarterly Energy Dynamics report,Dan Lee,29-01-2026 04:10:00 PM,AEMO Quarterly Energy Dynamics,"The summary of the news ""AEMO releases the Q4 2025 Quarterly Energy Dynamics report"" posted at 29-01-2026 04:10:00 PM is: AEMO's Q4 2025 Quarterly Energy Dynamics report reveals that record renewable generation (wind up 29%, grid-scale solar up 15%) and a near-tripling of battery discharge drove wholesale electricity prices in the National Electricity Market (NEM) down to an average of $50/MWh, a 44% year-on-year decline, as renewables and storage supplied more than half of total energy needs for the first time, while coal-fired generation fell to an all-time low and gas-fired generation dropped 27%. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Q4 2025 (October to December 2025). Its root_cause is: Record renewable generation (wind, solar) and storage output reducing reliance on coal and gas. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: Q4 2025 (01-10-2025 to 31-12-2025). Its affected region is: National Electricity Market (NEM), Australia. Its affected key users is: Wholesale electricity customers (generators, retailers, large consumers). Its cause type is: Structural shift in generation mix. Its causes (a summarized list of cause events) is: [1] Wind generation increased 29% year-on-year; [2] Grid-scale solar generation increased 15%; [3] Battery discharge nearly tripled to an average of 268 MW; [4] 3,796 MW of new battery capacity added since late 2024; [5] Coal-fired generation fell 4.6% year-on-year; [6] Gas-fired generation dropped 27% to lowest since Q4 2000."
"Our Generator Statistical Digest 2025 has been released today, on Wednesday 28th January 2026",Dan Lee,28-01-2026 03:00:00 PM,GSD2025,"The summary of the news ""Our Generator Statistical Digest 2025 has been released today, on Wednesday 28th January 2026"" posted at 28-01-2026 03:00:00 PM is: Global-Roam Pty Ltd and Greenview Strategic Consulting have released the GSD2025, a comprehensive annual statistical digest covering a decade of operational and financial data for every registered generator and load in the National Electricity Market (NEM). The report is divided into four sections: FCAS bidding profiles, semi-scheduled output profiles, FCAS causer pays portfolio, and unit profiles (including revenues, costs, and operational metrics). Enhancements for this edition include the addition of Frequency Performance Payment (FPP) revenues and costs, time-of-day availability and output profiles for wind and solar farms, consolidation of historical battery unit data following IESS rule changes, and inclusion of network/economic curtailment metrics for scheduled units. The digest is intended for analysts, market participants, and policymakers; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 28-01-2026. Its affected region is: National Electricity Market (NEM) of Australia. Its affected key users is: Analysts, market participants, policymakers. Its cause type is: Unknown. Its causes (a summarized list of cause events) is: Unknown."
"VIC demand reaches a new all-time high, as long-standing record pipped on one of the hottest days on record for the state on 27th January 2026",Dan Lee,27-01-2026 05:56:00 PM,2026-01-27,"The summary of the news ""VIC demand reaches a new all-time high, as long-standing record pipped on one of the hottest days on record for the state on 27th January 2026"" posted at 27-01-2026 05:56:00 PM is: On 27 January 2026, Victoria set a new all-time maximum electricity demand record of 10,784 MW (at the 18:00 dispatch interval) due to extreme heat exceeding 40°C in Melbourne, breaking the previous 17-year-old record of 10,496 MW. The demand surge was accompanied by a spot price spike to $1,703/MWh, while severe bushfire risks and distribution network disruptions left over 63,000 properties without power by evening. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (27 January 2026) and ongoing due to outages. Its root_cause is: Extreme heatwave driving intense cooling load and contributing to bushfire-related distribution outages. Its accident scale is: Demand record (10,784 MW) and distribution outages affecting 63,000+ properties. Its dates (if different from the main date; if the same, repeat the same date) is: 27-01-2026. Its affected region is: Victoria, Australia. Its affected key users is: Residential and commercial electricity consumers, distribution network customers. Its cause type is: Meteorological/weather. Its causes (a summarized list of cause events) is: 1) Severe heatwave with maximum temperature records broken across multiple locations; 2) Melbourne temperature surpassing 40°C; 3) Bushfire risks damaging parts of the distribution network; 4) Intense cooling load from air conditioning use."
"Victoria’s 17-year demand record in sight tonight, with demand tracking above AEMO forecasts as Melbourne soars past 40°C",Dan Lee,27-01-2026 02:40:00 PM,2025-01-27,"The summary of the news ""Victoria’s 17-year demand record in sight tonight, with demand tracking above AEMO forecasts as Melbourne soars past 40°C"" posted at 27-01-2026 02:40:00 PM is: Due to extreme heat conditions in Victoria, with Melbourne exceeding 40°C and Walpeup reaching 48.7°C, electricity demand is tracking above AEMO forecasts and may break the 17-year record of 10,496 MW set in 2009; despite the surge, no lack of reserve is projected, and only Yallourn Unit 2 (395 MW) is offline. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (ongoing tonight). Its root_cause is: Extreme heatwave in Victoria. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 27-01-2026. Its affected region is: Victoria, Australia (Melbourne and Walpeup). Its affected key users is: AEMO, electricity consumers, grid operators. Its cause type is: Weather (extreme heat). Its causes (a summarized list of cause events) is: Extreme temperatures exceeding 40°C in Melbourne, near-record 48.7°C in Walpeup, leading to increased electricity demand for cooling."
Cutting through the noise,Oliver Nunn,27-01-2026 01:55:00 PM,About Market Modelling,"The summary of the news ""Cutting through the noise"" posted at 27-01-2026 01:55:00 PM is: This article analyzes the increasing ""noise"" (transient oscillations) in NEM spot prices, measured as average absolute variation between consecutive 5-minute dispatch intervals. Variation has risen from ~$1/MWh in 2010 to >$10/MWh in 2025, with a clear intraday structure: positive spikes occur in the last 5 minutes of each half-hour, and negative spikes in the first 5 minutes. The root cause is identified as a structural mismatch – most thermal generators (e.g., black coal) bid on a half-hourly basis, while batteries and some hydro bid on 5-minute intervals, combined with increased variability in demand and VRE. This noise enhances arbitrage opportunities for short-duration batteries but also makes perfect trading harder. The article stresses that investors must model noise to assess project viability and that the phenomenon may be either a sophisticated market signal or a pathological bidding outcome. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Ongoing, with historical data from 2010 to 2025 and future implications for market behavior and investment. Its root_cause is: Structural mismatch between half-hourly thermal generator bids and 5-minute settlement intervals, combined with increased variability in demand and variable renewable energy (VRE) supply. Its accident scale is: Unknown. Its dates is: 27-01-2026 01:55:00 PM. Its affected region is: National Electricity Market (NEM) of Australia, with particular focus on NSW as a case study. Its affected key users is: Market participants, investors, battery operators, generators, and regulatory bodies. Its cause type is: Market design and bidding behavior / structural market issue. Its causes (a summarized list of cause events) is: 1. Thermal generators (black coal) continue to submit bids on a half-hourly basis. 2. Batteries and some hydro generators provide bids on 5-minute intervals. 3. Increased variability in demand and VRE (solar, wind) creates more frequent supply-demand imbalance. 4. Bidding structures have not fully adapted to the 5-minute settlement framework, leading to predictable intra-half-hour price oscillations."
How close to empty did South Australia’s utility-scale battery fleet run last night?,Dan Lee,27-01-2026 11:17:00 AM,2026-01-26,"The summary of the news ""How close to empty did South Australia’s utility-scale battery fleet run last night?"" posted at 27-01-2026 11:17:00 AM is: South Australia's utility-scale battery fleet nearly depleted its stored energy during the evening of 26 January 2026, as extreme heat pushed demand within a few hundred megawatts of the region's record. Aggregate stored energy fell from a peak of 1,325 MWh to just 66 MWh, with major batteries like Torrens Island (250 MW) and Blyth (200 MW) becoming unavailable while prices were at the Market Price Cap of $20,300/MWh, leaving minimal discharge capability for the remainder of the high-price window. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Evening of 26 January 2026 through early morning of 27 January 2026. Its root_cause is: Historically high temperatures driving elevated market demand to near-record levels, sustained for over three hours. Its accident scale is: Battery fleet stored energy dropped from 1,325 MWh to 66 MWh, effectively reducing discharge capability to near zero. Its dates (if different from the main date; if the same, repeat the same date) is: 26-01-2026. Its affected region is: South Australia. Its affected key users is: Unknown. Its cause type is: Weather (extreme heat). Its causes (a summarized list of cause events) is: High temperatures; near-record demand; sustained high electricity prices for over three hours; batteries discharging to minimum state-of-charge; Torrens Island and Blyth BESS becoming unavailable from around 20:40-20:45 NEM time."
"VIC expected to come within striking distance of a market demand record this evening, with 45°C temperatures projected in the late afternoon on Tuesday 27th January 2026",Dan Lee,27-01-2026 09:55:00 AM,2026-01-27,"The summary of the news ""VIC expected to come within striking distance of a market demand record this evening, with 45°C temperatures projected in the late afternoon on Tuesday 27th January 2026"" posted at 27-01-2026 09:55:00 AM is: A severe heatwave in Victoria, with forecasted 45°C temperatures in Melbourne on the late afternoon of 27 January 2026, is driving a surge in cooling demand and a drop in rooftop PV generation, pushing market demand to a projected 10,248 MW—close to the all-time record of 10,496 MW set in 2009. Although no Lack of Reserve conditions are currently forecast, system operators are monitoring closely as actual demand could exceed projections under such extreme conditions. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (evening of 27 January 2026). Its root_cause is: High ambient temperatures (45°C) leading to increased air-conditioning load and reduced behind-the-meter solar generation during the evening peak. Its accident scale is: Not applicable (market demand approaching record, but no accident). Its dates (if different from the main date; if the same, repeat the same date) is: 27-01-2026. Its affected region is: Victoria, Australia. Its affected key users is: Electricity consumers, grid operators, and market participants. Its cause type is: Weather (extreme heat). Its causes (a summarized list of cause events) is: [1] BOM forecast of 45°C maximum temperature in Melbourne around 5:00 PM local time; [2] Increased cooling load as temperatures rise; [3] Decline in rooftop PV generation during late afternoon/evening; [4] Historical all-time demand record set in similar conditions on 29 January 2009."
"After Adelaide’s hottest night on record, SA sees flashes of further price volatility on Tuesday morning, 27th January 2026",Dan Lee,27-01-2026 09:05:00 AM,2026-01-26,"The summary of the news ""After Adelaide’s hottest night on record, SA sees flashes of further price volatility on Tuesday morning, 27th January 2026"" posted at 27-01-2026 09:05:00 AM is: Following record-breaking overnight heat in South Australia, extreme temperatures near 40°C driven high demand into the evening, causing extended price spikes above $10,000/MWh; Tuesday morning brought further brief volatility with prices hitting ~$14,000/MWh around 08:15-08:20 NEM time as temperatures climbed to 43°C. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Immediate (hours to days). Its root_cause is: Sustained extreme heat (record-hot night and daytime temperatures) driving elevated electricity demand. Its accident scale is: Not an accident (weather event). Its dates (if different from the main date; if the same, repeat the same date) is: 27-01-2026 (main date) and 26-01-2026 (previous night's event). Its affected region is: South Australia. Its affected key users is: Electricity consumers, grid operators, market participants. Its cause type is: Weather-related. Its causes (a summarized list of cause events) is: 1. Record hottest night in Adelaide (minimum temperatures above 34°C); 2. Daytime temperatures reaching 43°C; 3. Sustained high demand from prolonged heatwave."
SA sees a long period of sustained high prices near the MPC amid 40°C heat on the evening of Australia Day 2026,Dan Lee,26-01-2026 08:54:00 PM,2026-01-26,"The summary of the news ""SA sees a long period of sustained high prices near the MPC amid 40°C heat on the evening of Australia Day 2026"" posted at 26-01-2026 08:54:00 PM is: On the evening of Australia Day 2026, South Australia experienced a sustained period of very high spot prices near the Market Price Cap (MPC) due to extreme 40°C heat driving elevated air-conditioning demand through the evening peak. Regional demand reached 3,140 MW, tracking above earlier forecasts, and AEMO issued an Actual Lack of Reserve Level 1 (LOR1) condition from 20:30 to 22:00 hrs, indicating tight supply reserves. The heat persisted longer than anticipated, pushing prices to MPC territory while available generation remained flat. This combination of extreme weather and high demand led to significant market price spikes and a system reliability alert. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its Timeframe of the event impact on the electricity_market is: Short-term (evening of 26 January 2026, lasting several hours). Its root_cause is: Extreme heat (40°C) causing high air-conditioning load that pushed demand above forecasts and strained generation reserves. Its accident scale is: Minor (LOR1 condition, no physical failure or customer disconnection reported). Its dates (if different from the main date) is: 26-01-2026. Its affected region is: South Australia (SA) region. Its affected key users is: Residential and commercial electricity consumers in SA (facing high spot prices and potential load-shedding risk). Its cause type is: Weather-driven demand surge. Its causes (a summarized list of cause events) is: 1) Extreme 40°C heat persisting into the evening; 2) Strong air-conditioning load despite public holiday; 3) Demand exceeding P30 forecasts; 4) Available generation remaining relatively flat; 5) Insufficient capacity reserve leading to LOR1 declaration."
Exploring the potential impacts of HumeLink and Snowy 2.0 on the Southern NSW electricity network,Ryan Powell,22-01-2026 03:41:00 PM,Transmission Development & Operations,"The summary of the news ""Exploring the potential impacts of HumeLink and Snowy 2.0 on the Southern NSW electricity network"" posted at 22-01-2026 03:41:00 PM is: A modelling analysis using EPEC’s integrated PLEXOS & PSSE model investigates how the HumeLink transmission project and Snowy 2.0 pumped hydro scheme will affect the southern NSW network. HumeLink (expected July 2029) is forecast to alleviate existing congestion on the 132kV lines between Wagga and Yass and slightly ease central NSW constraints. However, after Snowy 2.0 becomes fully operational in July 2030, new congestion is predicted on the Cowra–Bango 132kV line and the Wagga–Lower Tumut 330kV line due to Snowy 2.0’s pumping load. Additionally, coal retirements are expected to increase congestion on flow paths into Sydney. The study identifies key network considerations requiring further exploration. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: July 2029 (HumeLink commissioning) to beyond 2032 (post-Snowy 2.0). Its root_cause is: The need to integrate Snowy 2.0’s pumping load and manage existing transmission congestion, leading to new constraint patterns. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) are: 22-01-2026 (news date); event dates: July 2029 (HumeLink), July 2030 (Snowy 2.0). Its affected region is: Southern NSW electricity network (including areas around Wagga, Yass, Cowra, Bango, and Sydney inflow paths). Its affected key users are: Transmission system operators, generators (including Snowy 2.0 and solar farms), and consumers in southern NSW. Its cause type is: Transmission constraints and generation integration. Its causes (a summarized list of cause events) are: Existing 132kV congestion between Wagga and Yass from high solar generation and imports; Snowy 2.0 pumping load increasing flows on Cowra–Bango and Wagga–Lower Tumut lines; NSW coal retirements adding pressure on Sydney inflow paths; network reconfiguration with HumeLink."
